Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
5630,male,group D,,standard,False,3.3,5.6,55.0,93.0,67.0,public,True
5631,male,group D,,standard,False,0.7,7.6,75.0,69.0,85.0,public,False
5632,female,group C,high school,free/reduced,True,13.2,7.3,64.0,77.0,76.0,public,True
5633,male,group B,master degree,standard,True,11.6,8.0,61.0,59.0,67.0,public,True
5634,female,group C,some college,free/reduced,False,0.9,7.0,93.0,68.0,85.0,public,True
5635,female,group D,associate degree,free/reduced,False,6.0,7.4,52.0,70.0,88.0,private,
5636,female,group C,bachelor degree,standard,False,3.4,5.7,57.0,82.0,82.0,international,True
5637,male,group D,bachelor degree,standard,True,13.5,8.0,75.0,65.0,77.0,public,True
5638,female,group B,high school,standard,True,16.5,5.3,77.0,,,public,True
5639,male,group E,some college,standard,True,11.5,5.2,74.0,82.0,76.0,public,True
5640,male,group E,high school,free/reduced,False,,6.1,94.0,60.0,44.0,public,True
5641,male,group D,,free/reduced,True,12.1,5.6,62.0,58.0,57.0,private,True
5642,female,group C,associate degree,free/reduced,False,15.2,7.3,71.0,81.0,91.0,public,True
5643,female,group A,high school,,True,7.4,7.5,96.0,75.0,78.0,international,True
5644,male,group A,high school,free/reduced,True,16.0,6.4,58.0,77.0,56.0,public,True
5645,female,group D,high school,standard,False,13.9,,82.0,38.0,95.0,public,True
5646,male,group C,high school,standard,False,1.4,8.3,73.0,75.0,64.0,public,True
5647,female,group E,high school,free/reduced,False,,6.2,67.0,53.0,72.0,public,True
5648,female,group A,bachelor degree,free/reduced,True,8.8,8.7,64.0,62.0,50.0,international,True
5649,male,group B,bachelor degree,standard,True,4.9,7.2,85.0,83.0,85.0,public,True
5650,female,group B,associate degree,,False,7.7,6.2,46.0,83.0,61.0,international,False
5651,female,group D,some college,standard,True,10.9,10.3,84.0,71.0,58.0,public,True
5652,male,group B,bachelor degree,standard,False,10.8,7.2,60.0,79.0,70.0,public,True
5653,female,group E,high school,free/reduced,False,15.3,6.1,64.0,,61.0,public,False
5654,female,group C,associate degree,standard,True,13.7,5.3,95.0,70.0,71.0,public,True
5655,female,group D,high school,standard,False,12.7,6.4,76.0,78.0,72.0,private,True
5656,male,group B,high school,standard,False,16.7,8.0,69.0,78.0,59.0,public,True
5657,male,group B,high school,,False,7.2,,65.0,67.0,74.0,public,True
5658,female,group E,high school,free/reduced,False,10.1,7.9,68.0,59.0,86.0,public,True
5659,male,group B,some college,standard,False,,7.7,79.0,85.0,81.0,public,True
5660,female,group D,,standard,True,6.9,9.1,76.0,82.0,81.0,public,True
5661,male,group C,associate degree,standard,False,8.9,6.7,71.0,76.0,60.0,public,True
5662,female,group A,associate degree,standard,False,10.7,8.5,76.0,83.0,80.0,international,True
5663,female,group A,associate degree,standard,True,5.8,5.5,47.0,73.0,,public,True
5664,male,group A,some college,standard,False,7.3,,40.0,,55.0,private,True
5665,male,group A,high school,standard,False,8.4,8.4,59.0,75.0,76.0,international,True
5666,female,group A,high school,standard,False,14.7,7.5,90.0,52.0,83.0,private,True
5667,male,group A,high school,free/reduced,False,1.6,6.1,73.0,85.0,80.0,public,True
5668,male,group A,high school,,False,3.7,8.4,82.0,57.0,73.0,international,True
5669,female,group C,associate degree,free/reduced,True,8.7,5.0,81.0,61.0,46.0,public,True
5670,male,group E,,free/reduced,False,12.0,7.4,81.0,84.0,96.0,public,True
5671,female,group E,some college,free/reduced,False,12.1,8.8,19.0,66.0,59.0,public,True
5672,male,group E,bachelor degree,free/reduced,False,8.5,8.4,74.0,76.0,80.0,public,True
5673,female,group D,bachelor degree,free/reduced,True,8.7,5.8,69.0,77.0,70.0,private,True
5674,female,group B,bachelor degree,standard,True,11.4,8.8,63.0,,42.0,private,False
5675,female,group D,bachelor degree,free/reduced,False,14.5,9.0,59.0,75.0,73.0,public,True
5676,male,group E,some college,free/reduced,False,2.9,7.1,92.0,59.0,65.0,public,True
5677,female,group E,high school,standard,False,7.4,7.4,56.0,,76.0,private,True
5678,female,group B,high school,free/reduced,False,11.2,5.8,72.0,52.0,61.0,public,True
5679,male,group A,bachelor degree,standard,True,8.5,7.9,100.0,72.0,80.0,public,True
5680,male,group B,master degree,free/reduced,False,5.9,8.5,66.0,98.0,,public,True
5681,female,group B,high school,free/reduced,False,6.9,7.9,66.0,69.0,57.0,private,True
5682,female,group B,bachelor degree,standard,True,13.3,7.2,62.0,71.0,94.0,public,True
5683,female,group B,,standard,False,11.5,6.9,67.0,69.0,90.0,international,True
5684,female,group B,,free/reduced,True,11.8,4.0,88.0,,77.0,public,True
5685,female,group C,associate degree,standard,False,10.3,4.1,45.0,89.0,93.0,public,True
5686,male,group B,bachelor degree,standard,True,7.8,8.7,67.0,84.0,78.0,private,True
5687,male,group D,high school,standard,False,12.7,,65.0,68.0,82.0,public,True
5688,female,group C,associate degree,standard,True,,,80.0,57.0,82.0,public,True
5689,male,group E,bachelor degree,standard,False,17.2,6.6,52.0,82.0,81.0,public,True
5690,male,group C,high school,free/reduced,False,7.9,4.3,67.0,61.0,87.0,private,True
5691,male,group E,master degree,standard,False,,6.8,74.0,84.0,76.0,public,
5692,female,group A,some college,free/reduced,False,8.9,4.4,61.0,75.0,100.0,public,True
5693,female,group E,,standard,False,9.6,,59.0,64.0,53.0,public,True
5694,male,group A,high school,standard,False,,5.4,71.0,100.0,59.0,public,
5695,male,group B,,standard,False,1.8,6.6,98.0,60.0,84.0,private,True
5696,female,group C,high school,standard,False,,8.5,73.0,56.0,70.0,public,True
5697,female,group B,some college,free/reduced,True,15.3,6.0,75.0,40.0,67.0,public,True
5698,male,group B,high school,standard,False,14.4,6.8,61.0,85.0,94.0,public,True
5699,female,group C,some college,standard,False,,5.4,92.0,75.0,,public,True
5700,female,group C,some college,free/reduced,False,7.2,7.0,60.0,82.0,81.0,public,True
5701,male,group D,high school,standard,True,4.7,7.4,77.0,100.0,61.0,private,True
5702,male,group C,bachelor degree,standard,False,17.4,7.1,83.0,58.0,74.0,public,True
5703,male,group C,some college,standard,True,13.7,6.1,72.0,84.0,68.0,public,
5704,male,group C,some college,standard,False,11.7,8.7,58.0,76.0,68.0,public,True
5705,male,group E,,standard,True,10.6,8.2,76.0,58.0,72.0,public,True
5706,male,group E,some college,standard,False,9.9,9.4,53.0,93.0,54.0,public,True
5707,female,group D,high school,free/reduced,False,0.0,,61.0,83.0,59.0,public,True
5708,male,group A,associate degree,free/reduced,True,6.5,8.7,70.0,74.0,83.0,private,True
5709,male,group A,some college,standard,False,12.6,8.1,68.0,68.0,95.0,public,True
5710,female,group B,bachelor degree,free/reduced,True,12.6,8.4,37.0,77.0,59.0,public,True
5711,male,group C,,standard,True,,5.6,82.0,89.0,64.0,public,True
5712,male,group D,bachelor degree,standard,False,10.1,7.6,44.0,100.0,71.0,public,True
5713,female,group C,bachelor degree,free/reduced,True,13.1,7.7,75.0,58.0,81.0,public,True
5714,female,group D,,free/reduced,True,12.3,6.7,60.0,89.0,78.0,public,True
5715,female,group A,bachelor degree,free/reduced,False,0.0,6.9,68.0,28.0,59.0,private,True
5716,female,group B,some college,standard,False,3.3,,48.0,100.0,85.0,public,True
5717,male,group C,bachelor degree,free/reduced,False,10.3,7.5,90.0,58.0,61.0,public,True
5718,male,group D,bachelor degree,standard,False,5.1,6.0,64.0,84.0,63.0,public,True
5719,female,group C,some college,standard,False,,8.2,71.0,79.0,55.0,public,
5720,female,group C,high school,standard,True,13.1,6.9,89.0,66.0,83.0,private,False
5721,male,group E,high school,free/reduced,True,3.3,9.6,80.0,54.0,74.0,public,True
5722,male,group C,bachelor degree,standard,False,4.3,,70.0,61.0,76.0,private,True
5723,male,group B,some college,free/reduced,False,17.2,9.0,65.0,95.0,68.0,public,True
5724,female,group B,bachelor degree,standard,False,11.8,7.8,83.0,61.0,73.0,public,True
5725,female,group B,associate degree,free/reduced,False,13.1,6.8,52.0,85.0,62.0,public,False
5726,male,group C,associate degree,standard,False,3.2,8.5,42.0,75.0,70.0,international,True
5727,male,group D,bachelor degree,standard,True,9.9,6.7,86.0,57.0,61.0,public,True
5728,female,group C,some college,free/reduced,False,10.3,6.8,63.0,54.0,64.0,private,True
5729,female,group A,some college,standard,False,11.9,7.4,69.0,43.0,36.0,public,True
5730,male,group E,high school,standard,True,,9.1,73.0,69.0,61.0,public,True
5731,female,group B,high school,standard,False,16.9,7.3,42.0,78.0,67.0,private,True
5732,male,group D,,standard,False,10.9,7.0,94.0,73.0,79.0,private,True
5733,female,group B,some college,,False,0.0,6.4,66.0,100.0,58.0,public,True
5734,female,group D,associate degree,standard,False,8.3,8.4,78.0,54.0,70.0,international,True
5735,male,group C,high school,standard,False,6.3,6.8,50.0,56.0,98.0,public,True
5736,female,group E,some college,standard,True,14.9,4.5,56.0,49.0,78.0,private,True
5737,male,group E,high school,standard,False,,,70.0,69.0,57.0,private,True
5738,male,group D,bachelor degree,standard,True,5.1,,49.0,81.0,100.0,public,True
5739,female,group A,some college,standard,True,17.2,6.2,55.0,70.0,89.0,public,True
5740,male,group D,master degree,standard,False,8.6,6.2,67.0,71.0,65.0,public,True
5741,male,group D,high school,standard,False,10.0,9.2,82.0,88.0,91.0,private,True
5742,female,group A,high school,standard,False,14.9,5.9,72.0,53.0,60.0,public,True
5743,male,group B,associate degree,standard,False,1.8,6.1,59.0,77.0,72.0,public,True
5744,female,group B,master degree,free/reduced,True,11.8,7.6,71.0,93.0,50.0,public,True
5745,male,group D,associate degree,free/reduced,False,5.6,7.6,96.0,80.0,52.0,public,True
5746,male,group B,high school,standard,False,8.6,7.9,77.0,71.0,62.0,public,True
5747,female,group C,some college,standard,True,9.6,7.1,70.0,58.0,49.0,private,True
5748,male,group D,some college,free/reduced,False,13.4,5.6,100.0,63.0,65.0,public,True
5749,male,group A,master degree,free/reduced,True,,5.9,46.0,80.0,,public,False
5750,female,group E,some college,free/reduced,True,12.0,8.0,62.0,80.0,89.0,public,True
5751,female,group A,high school,standard,True,5.3,7.8,82.0,76.0,69.0,public,
5752,male,group A,high school,standard,False,9.3,7.9,88.0,77.0,90.0,public,True
5753,male,group D,bachelor degree,standard,False,11.9,5.8,72.0,66.0,91.0,public,True
5754,male,group C,high school,standard,True,14.2,5.6,88.0,85.0,91.0,public,True
5755,female,group E,bachelor degree,free/reduced,True,12.8,10.9,81.0,57.0,,public,True
5756,female,group C,,standard,True,14.9,6.9,88.0,81.0,67.0,public,True
5757,female,group E,master degree,free/reduced,True,3.2,8.0,41.0,76.0,61.0,public,True
5758,female,group E,master degree,standard,True,7.3,6.3,75.0,59.0,65.0,public,True
5759,male,group B,high school,free/reduced,False,8.7,8.8,72.0,84.0,56.0,public,False
5760,male,group E,bachelor degree,standard,False,12.2,9.0,58.0,,81.0,public,True
5761,female,group C,bachelor degree,free/reduced,False,8.0,7.9,67.0,55.0,83.0,public,True
5762,male,group E,bachelor degree,standard,False,14.6,6.4,85.0,65.0,77.0,public,True
5763,male,group C,bachelor degree,free/reduced,True,11.1,8.9,79.0,71.0,81.0,public,True
5764,male,group A,bachelor degree,standard,False,8.5,7.0,85.0,89.0,86.0,public,True
5765,female,group D,bachelor degree,standard,True,13.3,9.2,67.0,,89.0,public,True
5766,female,group C,some college,standard,True,11.7,8.8,78.0,91.0,92.0,public,True
5767,male,group B,,free/reduced,False,14.8,7.8,62.0,68.0,85.0,international,True
5768,male,group E,some college,standard,True,17.0,9.6,59.0,56.0,41.0,public,True
5769,female,group E,associate degree,standard,False,16.4,5.3,53.0,58.0,70.0,public,True
5770,female,group C,high school,standard,True,2.6,5.9,62.0,56.0,79.0,public,True
5771,female,group C,high school,standard,False,,6.9,61.0,48.0,69.0,public,True
5772,male,group C,master degree,standard,False,18.5,8.1,77.0,85.0,62.0,public,True
5773,female,group E,high school,standard,False,16.0,,68.0,60.0,78.0,private,True
5774,male,group D,associate degree,free/reduced,True,7.9,9.4,65.0,92.0,94.0,public,True
5775,female,group E,bachelor degree,free/reduced,True,7.5,8.1,86.0,68.0,92.0,public,True
5776,female,group A,bachelor degree,standard,True,12.6,,82.0,61.0,80.0,public,False
5777,female,group B,,standard,True,16.3,4.7,100.0,51.0,77.0,private,True
5778,male,group B,high school,standard,True,8.6,,66.0,91.0,63.0,international,True
5779,female,group D,,standard,True,0.3,7.3,100.0,61.0,81.0,public,
5780,male,group C,some college,free/reduced,True,18.2,8.4,62.0,59.0,68.0,private,True
5781,female,group C,associate degree,standard,True,3.2,5.0,72.0,75.0,81.0,public,True
5782,female,group E,,standard,False,12.2,6.2,65.0,76.0,69.0,public,True
5783,male,group B,high school,free/reduced,False,12.1,,81.0,,62.0,private,True
5784,female,group E,high school,standard,False,17.1,8.2,50.0,77.0,79.0,public,False
5785,male,group D,high school,standard,False,2.9,8.9,67.0,72.0,71.0,public,True
5786,male,group C,associate degree,free/reduced,False,1.5,9.2,72.0,79.0,88.0,public,True
5787,female,group C,bachelor degree,standard,False,5.5,5.3,55.0,62.0,66.0,public,True
5788,female,group D,,standard,False,9.3,,47.0,,90.0,private,True
5789,male,group C,bachelor degree,standard,False,13.7,8.2,49.0,30.0,70.0,public,True
5790,male,group B,master degree,free/reduced,False,12.9,9.2,91.0,64.0,73.0,public,True
5791,female,group B,high school,standard,False,6.6,7.1,72.0,76.0,69.0,public,True
5792,female,group C,,standard,False,8.3,6.6,56.0,85.0,100.0,private,False
5793,female,group D,some college,standard,True,9.8,7.5,64.0,68.0,60.0,international,
5794,female,group B,high school,standard,False,,5.9,60.0,79.0,33.0,international,True
5795,female,group C,associate degree,standard,True,21.5,5.9,83.0,72.0,78.0,international,True
5796,female,group E,some college,standard,True,11.9,5.2,70.0,80.0,81.0,public,True
5797,female,group D,master degree,free/reduced,True,10.5,10.1,57.0,82.0,71.0,private,
5798,female,group B,high school,standard,False,9.9,5.9,74.0,,83.0,public,True
5799,male,group E,,free/reduced,True,2.7,7.8,26.0,84.0,91.0,international,True
5800,male,group D,high school,standard,False,7.7,8.5,97.0,61.0,84.0,private,True
5801,female,group C,associate degree,standard,False,18.0,7.9,26.0,73.0,52.0,private,True
5802,male,group E,bachelor degree,free/reduced,True,5.2,8.2,60.0,72.0,74.0,public,True
5803,female,group C,high school,free/reduced,True,6.8,7.4,52.0,99.0,77.0,public,True
5804,male,group A,,free/reduced,False,8.6,4.3,87.0,98.0,75.0,public,True
5805,male,group A,some college,standard,False,5.7,5.8,51.0,58.0,75.0,private,True
5806,female,group A,associate degree,standard,True,9.5,3.8,69.0,68.0,69.0,public,True
5807,male,group B,bachelor degree,free/reduced,True,13.0,6.7,91.0,,83.0,public,True
5808,male,group A,some college,standard,False,4.4,7.3,87.0,82.0,58.0,public,True
5809,female,group A,associate degree,free/reduced,True,2.2,7.5,53.0,81.0,61.0,public,True
5810,male,group B,high school,free/reduced,True,5.2,5.9,83.0,66.0,81.0,public,False
5811,female,group E,bachelor degree,free/reduced,True,10.7,8.2,89.0,,68.0,public,True
5812,male,group B,bachelor degree,,False,4.9,6.9,77.0,72.0,85.0,private,True
5813,male,group A,some college,standard,False,4.1,,61.0,68.0,76.0,public,True
5814,male,group D,master degree,free/reduced,False,8.5,,65.0,100.0,78.0,public,True
5815,female,group C,,standard,False,0.1,6.2,72.0,68.0,87.0,public,False
5816,female,group A,some college,standard,True,0.0,7.0,69.0,73.0,72.0,public,True
5817,male,group D,,standard,True,7.5,9.2,79.0,71.0,94.0,public,False
5818,male,group C,some college,standard,False,8.2,9.0,81.0,71.0,75.0,public,True
5819,female,group A,some college,free/reduced,True,4.7,4.6,73.0,70.0,74.0,public,True
5820,male,group E,high school,standard,False,8.2,7.9,64.0,70.0,58.0,public,True
5821,female,group A,associate degree,free/reduced,False,13.6,8.0,72.0,69.0,90.0,public,True
5822,female,group D,high school,free/reduced,True,5.1,6.6,44.0,54.0,46.0,public,True
5823,female,group E,bachelor degree,standard,False,6.9,6.8,63.0,79.0,71.0,public,True
5824,female,group A,high school,free/reduced,True,11.8,7.4,94.0,51.0,80.0,public,True
5825,female,group D,master degree,free/reduced,False,11.6,6.8,91.0,72.0,85.0,private,True
5826,male,group E,high school,standard,False,11.9,7.0,52.0,96.0,62.0,public,True
5827,male,group E,bachelor degree,standard,True,,6.2,61.0,100.0,86.0,public,True
5828,female,group E,associate degree,standard,False,,6.2,72.0,69.0,62.0,private,False
5829,female,group D,bachelor degree,free/reduced,True,16.1,9.7,58.0,90.0,94.0,private,True
5830,male,group E,associate degree,standard,False,9.8,6.7,49.0,54.0,46.0,private,False
5831,male,group B,associate degree,free/reduced,False,,,66.0,85.0,86.0,public,True
5832,male,group C,high school,standard,False,7.7,6.0,72.0,60.0,50.0,public,False
5833,male,group C,bachelor degree,standard,False,12.4,7.4,76.0,81.0,82.0,public,True
5834,male,group B,bachelor degree,standard,True,7.5,7.8,38.0,62.0,71.0,public,True
5835,male,group C,some college,free/reduced,False,2.9,8.3,51.0,60.0,74.0,public,True
5836,male,group B,associate degree,standard,True,4.5,6.1,47.0,66.0,81.0,public,True
5837,female,group B,some college,standard,True,18.0,5.2,66.0,79.0,86.0,public,True
5838,male,group C,high school,standard,False,7.0,8.8,49.0,59.0,75.0,public,True
5839,female,group E,bachelor degree,standard,False,7.6,,72.0,95.0,64.0,private,True
5840,male,group B,associate degree,free/reduced,True,,8.0,48.0,77.0,55.0,private,True
5841,female,group E,master degree,standard,True,10.5,7.5,69.0,21.0,77.0,public,True
5842,male,group C,high school,standard,False,7.7,7.5,65.0,64.0,72.0,international,True
5843,male,group E,master degree,free/reduced,False,,8.5,70.0,,58.0,public,False
5844,female,group C,high school,free/reduced,True,,6.8,58.0,44.0,100.0,public,True
5845,male,group C,bachelor degree,standard,False,7.0,9.9,73.0,77.0,81.0,public,True
5846,female,group D,high school,free/reduced,False,4.8,9.1,49.0,85.0,52.0,public,True
5847,male,group E,bachelor degree,standard,True,13.2,9.0,82.0,57.0,76.0,public,True
5848,female,group D,some college,standard,True,,6.0,76.0,72.0,83.0,international,True
5849,male,group E,,standard,False,14.3,7.3,74.0,,66.0,public,True
5850,female,group A,master degree,standard,False,11.3,8.8,73.0,78.0,85.0,public,True
5851,male,group B,bachelor degree,standard,False,8.6,9.3,87.0,,81.0,private,True
5852,female,group A,some college,standard,False,8.6,6.2,79.0,81.0,55.0,public,True
5853,female,group A,some college,free/reduced,False,0.0,8.5,54.0,53.0,86.0,public,True
5854,female,group E,bachelor degree,free/reduced,True,2.1,10.1,76.0,75.0,49.0,public,True
5855,female,group E,high school,free/reduced,False,11.7,5.8,71.0,69.0,67.0,public,True
5856,female,group B,associate degree,free/reduced,True,7.2,6.9,92.0,86.0,,public,True
5857,female,group A,associate degree,standard,False,17.5,7.5,90.0,83.0,54.0,public,False
5858,female,group B,associate degree,free/reduced,False,10.2,9.1,54.0,72.0,60.0,private,True
5859,female,group E,associate degree,free/reduced,True,,6.9,53.0,100.0,61.0,public,True
5860,male,group B,bachelor degree,free/reduced,False,,7.8,73.0,85.0,70.0,public,True
5861,male,group D,some college,standard,False,16.2,6.2,41.0,72.0,74.0,public,True
5862,male,group D,some college,free/reduced,False,13.1,,45.0,71.0,80.0,public,True
5863,male,group B,high school,standard,True,15.2,7.6,65.0,55.0,81.0,public,True
5864,female,group B,high school,standard,True,12.6,7.0,81.0,100.0,,public,True
5865,female,group D,high school,standard,False,3.6,8.3,56.0,67.0,80.0,public,True
5866,female,group C,high school,standard,False,9.0,8.2,71.0,62.0,51.0,international,True
5867,female,group E,high school,standard,False,10.7,5.6,91.0,69.0,75.0,public,False
5868,female,group D,bachelor degree,standard,True,17.3,8.6,84.0,72.0,67.0,international,False
5869,female,group B,high school,standard,True,7.5,4.7,36.0,62.0,66.0,public,True
5870,male,group B,high school,free/reduced,False,0.0,5.6,37.0,79.0,70.0,public,True
5871,male,group B,associate degree,standard,False,,5.3,88.0,60.0,44.0,public,True
5872,female,group A,,free/reduced,False,9.5,8.9,81.0,71.0,68.0,public,True
5873,female,group C,some college,standard,False,11.9,,88.0,81.0,75.0,international,False
5874,male,group B,associate degree,standard,True,12.3,7.7,76.0,42.0,72.0,public,False
5875,male,group B,associate degree,standard,False,0.0,6.9,54.0,62.0,72.0,public,True
5876,male,group D,bachelor degree,free/reduced,False,,6.3,53.0,57.0,66.0,public,True
5877,female,group A,associate degree,free/reduced,False,15.2,9.1,50.0,53.0,95.0,private,True
5878,male,group E,some college,standard,True,8.3,7.8,65.0,,75.0,public,True
5879,male,group B,bachelor degree,standard,False,6.2,7.9,66.0,67.0,97.0,public,True
5880,female,group C,master degree,standard,False,5.6,8.9,72.0,90.0,61.0,public,False
5881,female,group C,some college,free/reduced,False,,4.7,37.0,47.0,58.0,private,True
5882,male,group D,high school,standard,False,5.2,5.9,65.0,91.0,,private,True
5883,male,group D,associate degree,,False,17.7,7.1,42.0,93.0,66.0,public,True
5884,female,group E,high school,standard,False,12.1,8.8,62.0,78.0,50.0,private,True
5885,female,group E,associate degree,standard,True,2.3,4.9,71.0,78.0,100.0,international,True
5886,female,group A,associate degree,standard,False,2.8,8.1,83.0,77.0,78.0,international,True
5887,male,group D,some college,standard,False,3.4,8.4,92.0,71.0,73.0,public,True
5888,female,group B,,standard,False,12.5,7.3,78.0,59.0,67.0,public,True
5889,female,group B,high school,standard,True,6.2,7.6,80.0,100.0,77.0,public,False
5890,male,group D,associate degree,standard,False,11.6,,73.0,61.0,85.0,private,True
5891,female,group E,master degree,free/reduced,False,8.5,6.8,93.0,50.0,85.0,public,False
5892,male,group C,associate degree,standard,True,7.4,8.4,97.0,47.0,99.0,private,True
5893,female,group E,bachelor degree,standard,True,8.5,7.7,48.0,,59.0,public,True
5894,male,group D,some college,free/reduced,False,8.1,8.2,67.0,62.0,74.0,public,True
5895,female,group D,bachelor degree,standard,True,8.2,7.2,60.0,,74.0,private,True
5896,male,group D,some college,free/reduced,False,14.8,6.5,73.0,60.0,60.0,private,True
5897,female,group D,high school,free/reduced,False,15.4,8.7,73.0,96.0,99.0,private,False
5898,male,group D,master degree,standard,False,9.9,8.2,78.0,92.0,99.0,private,True
5899,female,group D,some college,free/reduced,False,4.8,9.0,38.0,68.0,54.0,international,True
5900,female,group E,high school,,False,,5.7,80.0,60.0,83.0,public,False
5901,male,group B,bachelor degree,standard,False,13.9,6.2,64.0,89.0,78.0,international,True
5902,male,group B,high school,standard,False,22.6,,76.0,61.0,84.0,private,True
5903,male,group C,high school,standard,False,14.2,9.6,75.0,58.0,63.0,international,True
5904,male,group C,bachelor degree,free/reduced,False,9.5,6.1,62.0,60.0,59.0,public,False
5905,female,group B,high school,standard,False,1.6,7.5,58.0,72.0,82.0,public,
5906,male,group E,some college,standard,False,12.0,6.5,75.0,56.0,45.0,public,True
5907,female,group E,high school,standard,True,7.1,7.9,65.0,67.0,79.0,public,True
5908,male,group E,high school,free/reduced,True,12.4,5.7,67.0,52.0,73.0,private,True
5909,male,group D,bachelor degree,standard,True,6.2,6.4,79.0,77.0,70.0,private,True
5910,male,group C,associate degree,standard,True,,5.5,59.0,57.0,,public,True
5911,female,group A,bachelor degree,free/reduced,False,7.1,6.5,38.0,69.0,93.0,public,True
5912,male,group D,high school,free/reduced,False,7.9,,43.0,64.0,84.0,public,True
5913,male,group C,some college,standard,False,6.0,5.8,100.0,79.0,63.0,public,True
5914,female,group B,some college,standard,True,6.1,7.8,53.0,84.0,82.0,private,True
5915,female,group C,high school,free/reduced,False,9.0,7.4,74.0,,,public,True
5916,male,group A,some college,,False,11.8,8.0,63.0,60.0,57.0,public,True
5917,male,group C,high school,standard,False,15.0,7.9,66.0,72.0,82.0,public,True
5918,male,group E,master degree,standard,False,5.6,8.2,90.0,59.0,,public,
5919,male,group A,high school,standard,False,17.0,6.9,62.0,,53.0,public,True
5920,female,group C,,free/reduced,True,11.1,7.4,55.0,55.0,46.0,public,True
5921,male,group E,associate degree,standard,False,10.5,7.3,54.0,80.0,68.0,public,True
5922,female,group B,some college,standard,True,5.1,5.0,78.0,77.0,65.0,private,True
5923,male,group D,master degree,standard,False,7.5,7.2,53.0,65.0,,international,True
5924,male,group D,associate degree,standard,False,13.7,6.0,43.0,57.0,92.0,public,True
5925,female,group C,bachelor degree,standard,False,,8.2,74.0,80.0,83.0,public,True
5926,male,group B,some college,standard,True,6.1,8.0,74.0,91.0,58.0,private,True
5927,female,group C,some college,standard,False,6.2,8.6,74.0,93.0,64.0,public,False
5928,male,group A,some college,free/reduced,True,7.4,4.7,74.0,55.0,60.0,international,True
5929,male,group E,bachelor degree,free/reduced,True,9.0,6.8,32.0,87.0,73.0,public,True
5930,male,group D,high school,free/reduced,False,13.1,10.4,83.0,86.0,66.0,public,True
5931,female,group D,some college,,False,12.5,5.4,53.0,80.0,80.0,private,True
5932,female,group D,associate degree,free/reduced,True,11.0,6.9,68.0,50.0,81.0,public,True
5933,female,group D,associate degree,free/reduced,False,6.8,8.6,89.0,72.0,83.0,public,True
5934,male,group A,some college,standard,True,10.6,6.3,84.0,51.0,73.0,public,True
5935,male,group B,some college,standard,False,6.4,6.5,68.0,62.0,98.0,private,True
5936,female,group B,some college,standard,False,3.8,6.8,82.0,80.0,68.0,public,True
5937,male,group D,associate degree,standard,True,11.0,6.9,45.0,82.0,100.0,public,False
5938,female,group E,bachelor degree,free/reduced,False,12.6,8.1,88.0,97.0,60.0,public,True
5939,female,group B,some college,standard,False,10.3,6.7,66.0,57.0,100.0,public,True
5940,female,group D,bachelor degree,standard,True,14.0,6.0,51.0,60.0,73.0,public,True
5941,female,group B,high school,standard,False,12.6,4.5,66.0,86.0,,public,True
5942,female,group D,bachelor degree,free/reduced,False,9.9,6.0,76.0,59.0,51.0,public,True
5943,male,group C,high school,standard,False,10.2,6.7,70.0,74.0,67.0,public,True
5944,male,group C,associate degree,free/reduced,True,9.4,6.6,84.0,61.0,,public,True
5945,female,group A,master degree,standard,True,0.0,7.3,54.0,82.0,58.0,public,True
5946,male,group A,some college,free/reduced,True,6.6,7.1,68.0,100.0,66.0,public,True
5947,male,group E,high school,standard,True,8.1,5.7,62.0,42.0,68.0,public,True
5948,female,group B,bachelor degree,free/reduced,True,5.0,7.3,78.0,,73.0,public,True
5949,male,group B,some college,standard,True,9.8,9.1,71.0,65.0,75.0,public,True
5950,female,group E,high school,free/reduced,True,8.9,6.6,63.0,73.0,42.0,public,True
5951,female,group A,master degree,standard,False,15.5,5.6,72.0,52.0,,international,
5952,female,group D,master degree,standard,False,11.4,9.4,50.0,77.0,57.0,private,True
5953,male,group C,high school,free/reduced,True,11.0,4.3,64.0,81.0,87.0,public,
5954,male,group E,high school,free/reduced,False,14.8,9.0,60.0,60.0,51.0,public,True
5955,male,group A,some college,standard,False,,7.9,75.0,79.0,79.0,public,True
5956,female,group B,some college,free/reduced,False,9.8,8.8,81.0,,66.0,public,True
5957,male,group B,master degree,standard,False,16.8,7.3,80.0,79.0,71.0,international,True
5958,male,group E,bachelor degree,standard,True,9.4,4.8,40.0,61.0,89.0,public,True
5959,male,group C,,free/reduced,True,10.8,8.4,60.0,68.0,57.0,public,True
5960,female,group C,high school,standard,False,6.3,7.5,57.0,48.0,72.0,public,False
5961,male,group D,some college,standard,True,9.2,7.7,66.0,56.0,77.0,public,True
5962,male,group E,high school,standard,True,8.6,,74.0,,61.0,public,True
5963,female,group C,bachelor degree,standard,False,5.9,7.4,89.0,67.0,57.0,public,False
5964,male,group B,associate degree,standard,True,0.1,8.7,58.0,65.0,76.0,international,True
5965,male,group A,some college,standard,False,20.5,7.7,80.0,57.0,72.0,public,True
5966,male,group E,some college,standard,True,11.3,7.4,68.0,57.0,85.0,private,
5967,female,group C,high school,standard,True,11.5,8.9,74.0,79.0,77.0,international,False
